Code,Department Name,Undergrad Courses,Quality,Difficulty,Workload
ENGL,ENGL053.49: Graphic Medicine,,"LIT, W",2,2,Signup to reveal
ENGL,ENGL053.50: Black Testimony,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL053: Topics in Course Group III: Literature of the Nineteenth Century,,,0,0,Signup to reveal
ENGL,ENGL054.01: Shakespeare Adaptations,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL054.02: Arts of Laughter: Comedy and Criticism,,"LIT, W",0,1,Signup to reveal
ENGL,ENGL054.03: Young Adult Literature,,"LIT, CI",0,0,Signup to reveal
ENGL,"ENGL054.04: Beautiful, Ugly, Cute, Dumpy: An Introduction to Aesthetics",,"W, TMV",0,1,Signup to reveal
ENGL,"ENGL054.05: Animal Studies: Theory, Literature, Politics",,"LIT, W",1,1,Signup to reveal
ENGL,ENGL054.11: Poetry and Poetic Theory,,,0,0,Signup to reveal
ENGL,ENGL054.13: Digital Game Studies,,TAS,0,3,Signup to reveal
ENGL,ENGL054.15: History of the Book,,"LIT, W",0,1,Signup to reveal
ENGL,ENGL054.16: Literary Classics,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL054.17: Psychoanalysis and Philosophy,,"W, TMV",0,1,Signup to reveal
ENGL,ENGL054.40: Literary Culture in an Age of Digital Distraction,,ART,1,1,Signup to reveal
ENGL,ENGL055.01: Modern American Women Poets,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL055.02: Machine Readings: Text Analysis in the Information Age,,LIT,0,0,Signup to reveal
ENGL,ENGL055.05: Book Arts Studio Seminar,,ART,0,0,Signup to reveal
ENGL,ENGL055.06: Reading and Publishing the Literary Magazine,,,0,0,Signup to reveal
ENGL,ENGL055.07: The Arts of War,,"INT, ART",1,1,Signup to reveal
ENGL,ENGL055.08: Neuroscience and the Novel,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL055.09: Hope? How Feelings Shape American Culture,,"W, TMV",0,1,Signup to reveal
ENGL,ENGL055.11: Hamilton: The Revolution as a Work of Art,,"SOC, CI",1,3,Signup to reveal
ENGL,ENGL055.12: Dartmouth Fictions,,"LIT, W",2,6,Signup to reveal
ENGL,ENGL055.13: South African Literature in English,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL055.14: Native American Oral Traditional Literatures,,"NW, LIT",0,0,Signup to reveal
ENGL,ENGL055.15: The Merchant of Venice: The Jew in the Protestant Imagination,,"LIT, W",0,-1,Signup to reveal
ENGL,ENGL055.16: Prehistoric Worlds: Science Fiction and Geological Time,,"W, TMV",0,0,Signup to reveal
ENGL,ENGL055.17: Disability and Literature,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL055.18: Research As Picture Books,,ART,0,0,Signup to reveal
ENGL,ENGL055.19: Maroons to Marley: Jamaica's Role in Worldwide Revolutions from Slavery to the Present Day,,SOC,0,0,Signup to reveal
ENGL,"ENGL055.20: The Case Study: Crime, Medicine, and Modern Society",,"LIT, W",0,0,Signup to reveal
ENGL,ENGL055.21: Epidemics: Vortex of Fear and Wisdom,,LIT,0,0,Signup to reveal
ENGL,ENGL055.22: Socio/Poetics: Sociological Method and Literary Form,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL061.01: Chaucer: Dream Poems and Troilus,,"LIT, W",0,0,Signup to reveal
ENGL,"ENGL061.02: Sound, Music, Literature in Medieval England",,"LIT, W",0,0,Signup to reveal
ENGL,ENGL061.03: Early Modern Literature and the History of Sexuality,,"LIT, W",1,2,Signup to reveal
ENGL,"ENGL061.04: Madness, Magic, Metamorphosis: Unstable Character in Early Modern Drama",,,1,1,Signup to reveal
ENGL,ENGL061.05: The Faerie Queene: Speculative Fiction circa 1590,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL061.11: Reel Imaginary: Early American Literature in Film,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL062.01: British Fictions of Revolution,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL062.02: The New Emily Dickinson: After the Digital Turn,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL062.03: Nineteenth-Century British Women Writers,,"LIT, W",1,1,Signup to reveal
ENGL,ENGL062.04: Trauma and Enjoyment in Early American Literature,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL062.05: The Horrors of Survival: American Literatures of Modernity,,"LIT, W",0,3,Signup to reveal
ENGL,ENGL062.12: Jane Austen,,"LIT, W",2,2,Signup to reveal
ENGL,ENGL062.16: Victorian Faces/Facial Politics,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL062.22: Atlantic Slavery/Atlantic Freedom,,"NW, LIT",0,0,Signup to reveal
ENGL,ENGL063.01: Modern Jewish American Women Writers,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL063.02: Toni Morrison,,"INT, LIT, CI",1,0,Signup to reveal
ENGL,ENGL063.03: Fictions of Finance: For Love or Money,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL063.04: Arts Against Empire: Fictions of Revolution and Solidarity in the Americas,,"INT, LIT, W",1,1,Signup to reveal
ENGL,ENGL063.05: Nobel Prize Writers,,,0,0,Signup to reveal
ENGL,ENGL063.06: The Undead South: Horror and Haunting in U.S. Southern Literature,,"LIT, W",2,2,Signup to reveal
ENGL,ENGL063.07: Cosmopolitanism and the Fictions of Exchange,,"INT, NW, LIT",0,0,Signup to reveal
ENGL,ENGL063.08: Electronic Literature,,LIT,0,0,Signup to reveal
ENGL,ENGL063.09: Queer Literatures of Slavery,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL063.10: Contemporary Science Fiction,,"LIT, W",2,1,Signup to reveal
ENGL,"ENGL063.11: Race, Sex, Sensation",,,0,0,Signup to reveal
ENGL,ENGL063.12: Labors of Love,,"INT, NW, LIT",1,1,Signup to reveal
ENGL,ENGL063.28: Rethinking Frost: Robert Frost in a Declining Landscape,,"LIT, W",0,0,Signup to reveal
ENGL,"ENGL063.29: Self, Subject, Photography",,"ART, CI",1,1,Signup to reveal
ENGL,"ENGL064.01: Hysteria, Paranoia, Schizophrenia: The Case Study as Literary Genre",,"LIT, W",1,-1,Signup to reveal
ENGL,"ENGL064.02: Garden Politics: Literature, Theory, Practice",,"LIT, W",0,0,Signup to reveal
ENGL,ENGL064.03: Deconstruction: An Introduction to the Work of Jacques Derrida,,"W, TMV",0,0,Signup to reveal
ENGL,ENGL064.04: Jacques Lacan and Psychoanalytic Thought,,"W, TMV",0,0,Signup to reveal
ENGL,ENGL064.05: Cultural Analytics,,QDS,2,2,Signup to reveal
ENGL,"ENGL064.06: Animal, Vegetable, Medium: Writing Nonhuman Sentience and Communication",,"LIT, W",0,0,Signup to reveal
ENGL,ENGL064.07: Theory Before &quot;Theory,,,0,0,Signup to reveal
ENGL,ENGL064.08: Matters of Life and Death: A Theory Course,,"W, TMV",0,0,Signup to reveal
ENGL,ENGL064: Junior Colloquia in Course Group IV,,,0,0,Signup to reveal
ENGL,ENGL065.01: Walking,,"LIT, W",0,1,Signup to reveal
ENGL,ENGL065.02: Writing with Algorithms: A Literary Computation Workshop,,TLA,0,0,Signup to reveal
ENGL,"ENGL065.06: The Poetry and Rhetoric of Love, from Petrarch to Social Media",,"LIT, W",0,-1,Signup to reveal
ENGL,"ENGL071.01: Celtic Fringes: Medieva English Literature in Dialogue with Irish, Welsh, and Breton Traditions",,"LIT, W",0,0,Signup to reveal
ENGL,ENGL071.02: Ovid in England,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL071.03: The Faerie Queene,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL071.05: Romance in Medieval England,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL071.06: Milton,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL071.13: Gender and Power in Shakespeare,,LIT,0,0,Signup to reveal
ENGL,"ENGL071.14: Knights, Camelot, Action!",,"LIT, W",0,2,Signup to reveal
ENGL,ENGL071.15: Poetics of the Supernatural,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL072.01: The Civil War in Literature,,,0,0,Signup to reveal
ENGL,"ENGL072.02: Decadence, Degeneration and the Fin de Siecle",,LIT,0,0,Signup to reveal
ENGL,ENGL072.03: Bohemia: Glamorous Outcasts & the Nineteenth-Century Novel,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL072.05: 1850s America,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL072.06: Dickens in Context,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL072.09: Ecocriticism,,,0,0,Signup to reveal
ENGL,ENGL072.13: The Brontës,,"LIT, W",0,2,Signup to reveal
ENGL,"ENGL072.14: From Riches to Rags: Poverty in American Literature, 1861-1925",,"LIT, W",0,0,Signup to reveal
ENGL,"ENGL073.01: In the Image: Photography, Writing, and the Documentary Turn",,"LIT, W",0,0,Signup to reveal
ENGL,ENGL073.02: Toni Morrison Senior Seminar,,"LIT, CI",0,1,Signup to reveal
ENGL,ENGL073.03: 20th Century Protest Poetry,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL073.05: Global Anglophone Nobel Prize Writers,,LIT,0,0,Signup to reveal
ENGL,ENGL073.07: Poetry of Elizabeth Bishop,,,0,0,Signup to reveal
ENGL,ENGL073.09: United States of Queer,,,0,0,Signup to reveal
ENGL,ENGL073.13: James Joyce,,"LIT, W",0,0,Signup to reveal
ENGL,"ENGL073.17: Science, Fictn, and Empire",,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL073.19: Faulkner,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL073.20: Trench Modernism,,,0,0,Signup to reveal
ENGL,ENGL073.28: How We Live Now: Contemporary Hemispheric Fictions,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL073.30: 20th Century Protest Poetry,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL074.01: Reading Freud,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL074.02: Understanding Biopolitics,,"LIT, CI",0,0,Signup to reveal
ENGL,ENGL074.03: On Cruelty,,"INT, LIT, W",0,0,Signup to reveal
ENGL,ENGL074.04: Postcolonial Bildungsroman: Youth and Happiness in the Global Novel,,"LIT, CI",1,1,Signup to reveal
ENGL,ENGL074.05: Word-Image Theory,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL074.06: Frantz Fanon: Colonial War and Mental Disorders,,"NW, LIT",0,0,Signup to reveal
ENGL,ENGL074.11: High Theory,,TMV,0,0,Signup to reveal
ENGL,ENGL074.12: Garden Politics,,"LIT, W",0,1,Signup to reveal
ENGL,ENGL075.02: Climate Fiction,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL075.03: Beyond the Prison: Premodern Carceral Studies,,"LIT, W",0,0,Signup to reveal
ENGL,ENGL080: Writing and Reading Fiction,,ART,58,22,Signup to reveal
ENGL,ENGL081: Writing and Reading Creative Nonfiction,,ART,8,4,Signup to reveal
ENGL,ENGL082: Writing and Reading poetry,,ART,21,4,Signup to reveal
ENGL,ENGL083: Intermediate Workshop in Fiction,,ART,4,2,Signup to reveal
ENGL,ENGL084: Intermediate Creative Nonfiction,,ART,0,0,Signup to reveal
ENGL,ENGL085: Intermediate Workshop in Poetry,,ART,8,2,Signup to reveal
ENGL,ENGL086.01: SrWrkshp:CreativeWrt-Poetry,,ART,0,0,Signup to reveal
ENGL,ENGL086: Senior Workshop in Creative Writing,,ART,0,0,Signup to reveal
ENGL,ENGL087.01: Raising the Dead,,ART,0,0,Signup to reveal
ENGL,ENGL087.02: Literary Geniuses,,ART,0,0,Signup to reveal
ENGL,"ENGL087.03: Topics in Creative Writing: Remains, Ruin, Repair and Rapture",,"ART, W",0,0,Signup to reveal
ENGL,ENGL087.04: Imaginary Countries,,ART,0,0,Signup to reveal
ENGL,ENGL087.06: Writing for Television,,ART,0,0,Signup to reveal
ENGL,ENGL087.10: Engaging Hybridity,,ART,0,0,Signup to reveal
ENGL,ENGL087: Special Topics in Creative Writing,,,0,0,Signup to reveal
ENGL,ENGL089: Creative Writing Project,,ART,0,0,Signup to reveal
ENGL,ENGL090: English Study Abroad I,,"LIT, W",3,2,Signup to reveal
ENGL,ENGL091: English Study Abroad II,,LIT,0,0,Signup to reveal
ENGL,ENGL092: English Study Abroad III,,LIT,0,0,Signup to reveal
ENGL,ENGL096: Reading Course,,,0,0,Signup to reveal
ENGL,ENGL098: Honors Course I,,,0,0,Signup to reveal
ENGL,ENGL099: Honors Course II,,,0,0,Signup to reveal
ENGS,ENGS001: Everyday Technology,,TLA,16,4,Signup to reveal
ENGS,"ENGS002: Integrated Design: Engineering, Architecture, and Building Technology",,TAS,33,28,Signup to reveal
ENGS,ENGS003: Materials: The Substance of Civilization,,TAS,62,6,Signup to reveal
ENGS,ENGS004: Technology of Cyberspace,,TAS,6,5,Signup to reveal
ENGS,ENGS005: Healthcare and Biotechnology in the 21st Century,,TAS,59,4,Signup to reveal
ENGS,ENGS006: Technology and Biosecurity,,TAS,9,2,Signup to reveal
ENGS,ENGS007.02: Climate Change,,SCI,2,3,Signup to reveal
ENGS,ENGS007.05: Perspectives: Med Imaging,,TAS,1,0,Signup to reveal
ENGS,ENGS007.06: Sustainability Revolution,,TAS,0,0,Signup to reveal
ENGS,ENGS007.08: Energy Sustainability,,,3,7,Signup to reveal
ENGS,ENGS007: First-Year Seminars in Engineering Sciences,,TAS,44,0,Signup to reveal
ENGS,ENGS008: Materials in Sports Equipment,,TAS,7,4,Signup to reveal
ENGS,ENGS009: Everyday Technology,,TLA,2,2,Signup to reveal
ENGS,ENGS010: The Science and Engineering of Digital Imaging,,,21,0,Signup to reveal
ENGS,ENGS011: The Way Things Work: A Visual Introduction to Engineering,,"ART, TAS",5,19,Signup to reveal
ENGS,ENGS012: Design Thinking,,TAS,49,120,Signup to reveal
ENGS,ENGS013: Virtual Medicine and Cybercare,,TAS,29,18,Signup to reveal
ENGS,ENGS014: The Science and Engineering of Music,,TAS,0,0,Signup to reveal
ENGS,ENGS015.01: Senior Design Challenge I,,TAS,0,0,Signup to reveal
ENGS,ENGS015.02: Senior Design Challenge II,,TAS,0,0,Signup to reveal
ENGS,ENGS015.03: The Ecosystem for Bio-Innovation,,TAS,0,2,Signup to reveal
ENGS,ENGS015.04: Computing Before Electronics,,TLA,0,1,Signup to reveal
ENGS,ENGS015: Undergraduate Investigations in Engineering,,TAS,0,0,Signup to reveal
ENGS,ENGS016: Biomedical Engineering for Global Health,,TAS,0,0,Signup to reveal
ENGS,"ENGS017.04: Making Music: The Art, Science, and Symbolism of Musical Instruments",,"NW, ART",0,2,Signup to reveal
ENGS,ENGS017: Electronics for Musicians,,TLA,0,0,Signup to reveal
ENGS,ENGS018: System Dynamics in Policy Design and Analysis,,TAS,6,16,Signup to reveal
ENGS,ENGS019.01: Future of Energy Systems,,TAS,3,1,Signup to reveal
ENGS,ENGS019: Microchips in Everyday Life,,TLA,0,0,Signup to reveal
ENGS,ENGS020: Introduction to Scientific Computing,,TAS,76,80,Signup to reveal
ENGS,ENGS021: Introduction to Engineering,,TAS,102,67,Signup to reveal
ENGS,ENGS022: Systems,,"TAS, TLA",79,32,Signup to reveal
ENGS,ENGS023: Distributed Systems and Fields,,TAS,39,6,Signup to reveal
ENGS,ENGS024: Science of Materials,,TLA,23,7,Signup to reveal
ENGS,ENGS025: Introduction to Thermodynamics,,TAS,35,5,Signup to reveal
ENGS,ENGS026: Control Theory,,TAS,13,9,Signup to reveal
ENGS,ENGS027: Discrete and Probabilistic Systems,,TAS,17,5,Signup to reveal
ENGS,ENGS028: Embedded Systems,,TLA,3,5,Signup to reveal
ENGS,ENGS030: Biological Physics,,"SCI, TAS",2,3,Signup to reveal
ENGS,ENGS031: Digital Electronics,,TLA,13,20,Signup to reveal
ENGS,ENGS032: Electronics: Introduction to Linear and Digital Circuits,,TLA,12,7,Signup to reveal
ENGS,ENGS033: Solid Mechanics,,TLA,53,21,Signup to reveal
ENGS,ENGS034: Fluid Mechanics,,TLA,10,3,Signup to reveal
ENGS,ENGS035: Biotechnology and Biochemical Engineering,,"TAS, TLA",21,9,Signup to reveal
ENGS,ENGS036: Chemical Engineering,,TAS,9,3,Signup to reveal
ENGS,ENGS037: Introduction to Environmental Engineering,,TAS,39,16,Signup to reveal
ENGS,ENGS041: Sustainability and Natural Resource Management,,TAS,10,4,Signup to reveal
ENGS,ENGS043: Environmental Transport and Fate,,TAS,3,1,Signup to reveal
ENGS,ENGS044: Sustainable Design,,TAS,7,2,Signup to reveal
ENGS,ENGS045: Sustainable Urban Systems,,TAS,0,0,Signup to reveal
ENGS,ENGS046: Advanced Hydrology,,TAS,0,0,Signup to reveal
ENGS,ENGS050: Software Design and Implementation,,TLA,2,2,Signup to reveal
ENGS,ENGS052: Introduction to Operations Research,,TAS,11,1,Signup to reveal
ENGS,ENGS056: Introduction to Biomedical Engineering,,"TAS, TLA",11,7,Signup to reveal
ENGS,ENGS057: Intermediate Biomedical Engineering,,TAS,0,0,Signup to reveal
ENGS,ENGS058: Introduction to Protein Engineering,,TAS,1,2,Signup to reveal
ENGS,ENGS059: Basic Biological Circuit Engineering,,TLA,0,2,Signup to reveal
ENGS,ENGS060: Introduction to Solid-State Electronic Devices,,TLA,2,1,Signup to reveal
ENGS,ENGS061: Intermediate Electrical Circuits,,TLA,0,0,Signup to reveal
ENGS,ENGS062: Microprocessors in Engineered Systems,,TLA,6,6,Signup to reveal
ENGS,ENGS064: Engineering Electromagnetics,,TAS,1,1,Signup to reveal
ENGS,ENGS065: Engineering Software Design,,TAS,1,0,Signup to reveal
ENGS,ENGS066: Discrete Mathematics in Computer Science,,QDS,2,1,Signup to reveal
ENGS,ENGS067: Programming Parallel Systems,,TLA,0,-1,Signup to reveal
ENGS,ENGS068: Introduction to Communication Systems,,TAS,1,1,Signup to reveal
ENGS,ENGS069: Smartphone Programming,,TAS,0,0,Signup to reveal
ENGS,ENGS071: Structural Analysis,,TAS,0,2,Signup to reveal
ENGS,ENGS072: Applied Mechanics: Dynamics,,TAS,1,1,Signup to reveal
ENGS,ENGS073: Materials Processing and Selection,,TLA,1,2,Signup to reveal
ENGS,ENGS075: Product Design,,TAS,2,3,Signup to reveal
ENGS,ENGS076: Machine Engineering,,TAS,27,3,Signup to reveal
ENGS,ENGS084: Reading Course,,,0,0,Signup to reveal
ENGS,ENGS085.04: Hybrid Powertrain System Design,,,0,0,Signup to reveal
ENGS,ENGS085.05: Biological Circuit Engg I,,,0,0,Signup to reveal
ENGS,ENGS085.06: Biological Circuit Engg II,,,0,0,Signup to reveal
ENGS,ENGS085.07: Practical Electrified Vehicle Engineering,,TAS,0,0,Signup to reveal
ENGS,ENGS085.08: Embedded Systems,,,3,6,Signup to reveal
ENGS,ENGS085.09: Introduction to Computational Materials Science and Engineering,,,0,0,Signup to reveal
ENGS,ENGS085: Special Topics,,,1,2,Signup to reveal
ENGS,ENGS086: Independent Project,,,0,0,Signup to reveal
ENGS,ENGS087: Undergraduate Investigations,,,0,0,Signup to reveal
ENGS,ENGS088: Honors Thesis,,,0,0,Signup to reveal
ENGS,ENGS089: Engineering Design Methodology and Project Initiation,,,4,-1,Signup to reveal
ENGS,ENGS090: Engineering Design Methodology and Project Completion,,,2,-4,Signup to reveal
ENGS,ENGS091: Numerical Methods in Computation,,QDS,5,6,Signup to reveal
ENGS,ENGS092: Fourier Transforms and Complex Variables,,QDS,6,2,Signup to reveal
ENGS,ENGS093: Statistical Methods in Engineering,,QDS,5,3,Signup to reveal
ENGS,ENGS100: Methods in Applied Mathematics I,,,0,0,Signup to reveal
ENGS,ENGS103: Operations Research,,,0,0,Signup to reveal
ENGS,ENGS104: Optimization Methods for Engineering Applications,,,0,0,Signup to reveal
ENGS,ENGS105: Computational Methods for Partial Differential Equations,,,0,0,Signup to reveal
ENGS,ENGS106: Numerical Linear Algebra,,,0,0,Signup to reveal
ENGS,ENGS108: Applied Machine Learning,,,0,-2,Signup to reveal
ENGS,ENGS110: Signal Processing,,,0,1,Signup to reveal
ENGS,ENGS111: Digital Image Processing,,,0,0,Signup to reveal
ENGS,ENGS112: Modern Information Technologies,,,0,0,Signup to reveal
ENGS,ENGS114: Networked Multi-Agent Systems,,,0,0,Signup to reveal
ENGS,ENGS115: Parallel Computing,,,0,0,Signup to reveal
ENGS,ENGS116: Computer Engineering: Computer Architecture,,,0,0,Signup to reveal
ENGS,ENGS120: Electromagnetic Waves: Analytical and Modeling Approaches,,,0,0,Signup to reveal
ENGS,ENGS122: Semiconductor Theory and Devices,,,0,0,Signup to reveal
ENGS,ENGS123: Optics,,,0,0,Signup to reveal
ENGS,ENGS124: Optical Devices and Systems,,,0,0,Signup to reveal
ENGS,ENGS125: Power Electronics and Electromechanical Energy Conversion,,,1,1,Signup to reveal
ENGS,ENGS126: Analog Integrated Circuit Design,,,0,-1,Signup to reveal
ENGS,ENGS128: Advanced Digital Systems Design,,,0,0,Signup to reveal
ENGS,ENGS129: Biomedical Circuits and Systems,,,1,1,Signup to reveal
ENGS,ENGS130: Mechanical Behavior of Materials,,,0,0,Signup to reveal
ENGS,ENGS131: Science of Solid State Materials,,,0,1,Signup to reveal
ENGS,ENGS132: Thermodynamics and Kinetics in Condensed Phases,,,0,0,Signup to reveal
ENGS,ENGS133: Methods of Materials Characterization,,,0,0,Signup to reveal
ENGS,ENGS134: Nanotechnology,,,0,1,Signup to reveal
ENGS,ENGS135: Thin Films and Microfabrication Technology,,,0,0,Signup to reveal
